feature,importance,normalized_importance
thumb_pixel_239,0.002073637281587565,0.002073637281587565
thumb_pixel_021,0.0020550476409536994,0.0020550476409536994
red_hist_04,0.0020538777622119316,0.0020538777622119316
thumb_pixel_135,0.0020489407823760034,0.0020489407823760034
thumb_pixel_106,0.0020414587507004748,0.0020414587507004748
thumb_pixel_218,0.0020111457666174967,0.0020111457666174967
thumb_pixel_056,0.00201032016033223,0.00201032016033223
thumb_pixel_180,0.0020096789625765827,0.0020096789625765827
thumb_pixel_093,0.0019906651378314524,0.0019906651378314524
thumb_pixel_026,0.0019794115378562313,0.0019794115378562313
thumb_pixel_099,0.001978779450173427,0.001978779450173427
thumb_pixel_109,0.001978426635918917,0.001978426635918917
thumb_pixel_199,0.0019747140141720236,0.0019747140141720236
thumb_pixel_235,0.001964104762599223,0.001964104762599223
thumb_pixel_181,0.001959903423998658,0.001959903423998658
thumb_pixel_092,0.0019455249267114965,0.0019455249267114965
thumb_pixel_140,0.001937083112260951,0.001937083112260951
thumb_pixel_122,0.0019296669723437097,0.0019296669723437097
thumb_pixel_119,0.0019188710416237237,0.0019188710416237237
thumb_pixel_236,0.001913947678929212,0.001913947678929212
thumb_pixel_163,0.0019108232910133329,0.0019108232910133329
green_median,0.001909076629177995,0.001909076629177995
thumb_pixel_212,0.001907218276158066,0.001907218276158066
red_mean,0.0018999389475609656,0.0018999389475609656
thumb_pixel_201,0.0018966380093045083,0.0018966380093045083
thumb_pixel_220,0.0018866814486104655,0.0018866814486104655
thumb_pixel_123,0.0018830908648101924,0.0018830908648101924
thumb_pixel_130,0.0018829189687776873,0.0018829189687776873
thumb_pixel_168,0.0018822995556960326,0.0018822995556960326
thumb_pixel_179,0.0018749728377930575,0.0018749728377930575
thumb_pixel_030,0.0018697454589897565,0.0018697454589897565
thumb_pixel_197,0.0018483761398764389,0.0018483761398764389
thumb_pixel_224,0.0018464746759341499,0.0018464746759341499
thumb_pixel_198,0.0018297732404260073,0.0018297732404260073
thumb_pixel_027,0.0018278449764493536,0.0018278449764493536
thumb_pixel_227,0.0018246513418432755,0.0018246513418432755
thumb_pixel_195,0.001819764263517486,0.001819764263517486
thumb_pixel_138,0.0018111345706525973,0.0018111345706525973
thumb_pixel_152,0.0018011884876370993,0.0018011884876370993
thumb_pixel_183,0.0017951933035498073,0.0017951933035498073
thumb_pixel_059,0.001794734988440006,0.001794734988440006
thumb_pixel_229,0.0017663149960210787,0.0017663149960210787
thumb_pixel_228,0.001765056851194541,0.001765056851194541
thumb_pixel_098,0.0017619005933582259,0.0017619005933582259
thumb_pixel_076,0.0017484967626626225,0.0017484967626626225
thumb_pixel_089,0.0017374187276723047,0.0017374187276723047
thumb_pixel_154,0.0017370791058228345,0.0017370791058228345
red_median,0.001735543391420528,0.001735543391420528
thumb_pixel_189,0.0017285666616901308,0.0017285666616901308
thumb_pixel_124,0.0017278637797067346,0.0017278637797067346
thumb_pixel_115,0.0017140236181424251,0.0017140236181424251
gray_hist_02,0.0017138480153527987,0.0017138480153527987
thumb_pixel_234,0.0017125355969519898,0.0017125355969519898
thumb_pixel_057,0.001708747882201605,0.001708747882201605
thumb_pixel_118,0.001700060362522727,0.001700060362522727
thumb_pixel_075,0.0016932954482756278,0.0016932954482756278
thumb_pixel_177,0.0016837007011266355,0.0016837007011266355
thumb_pixel_171,0.0016828349560481014,0.0016828349560481014
thumb_pixel_141,0.0016809345036217403,0.0016809345036217403
thumb_pixel_164,0.0016774410105050539,0.0016774410105050539
thumb_pixel_137,0.0016715973898730754,0.0016715973898730754
thumb_pixel_116,0.001668299679655945,0.001668299679655945
thumb_pixel_074,0.0016545373034841234,0.0016545373034841234
thumb_pixel_202,0.001650228274071406,0.001650228274071406
thumb_pixel_248,0.001645674191043431,0.001645674191043431
red_q75,0.0016418210852180892,0.0016418210852180892
thumb_pixel_131,0.0016395657292191954,0.0016395657292191954
thumb_pixel_108,0.0016330194584535836,0.0016330194584535836
thumb_pixel_146,0.0016315337737072514,0.0016315337737072514
thumb_pixel_003,0.0016253136768462424,0.0016253136768462424
thumb_pixel_186,0.0016247259593564893,0.0016247259593564893
thumb_pixel_013,0.0016205549169804702,0.0016205549169804702
thumb_pixel_105,0.0016081696550353912,0.0016081696550353912
thumb_pixel_185,0.0016073674640541967,0.0016073674640541967
thumb_pixel_156,0.0015962222044928194,0.0015962222044928194
thumb_pixel_036,0.0015896679101049425,0.0015896679101049425
thumb_pixel_090,0.001584188699244783,0.001584188699244783
thumb_pixel_083,0.001580280435095908,0.001580280435095908
thumb_pixel_204,0.001574771152938723,0.001574771152938723
thumb_pixel_072,0.0015638944116327558,0.0015638944116327558
thumb_pixel_073,0.001555269610412884,0.001555269610412884
thumb_pixel_071,0.001545503138938076,0.001545503138938076
thumb_pixel_169,0.0015392109757807998,0.0015392109757807998
thumb_pixel_104,0.0015286628631228636,0.0015286628631228636
thumb_pixel_114,0.0015082722137882963,0.0015082722137882963
thumb_pixel_167,0.0014988901838706244,0.0014988901838706244
